effective,trend,rev,p_pooled,p_rc,p_bull,p_sdwy,p_bear
2026-01-01 03:30:00+00:00,5.0,-1.0,0.42368125701459036,0.42946263315791283,0.9999997973572184,1.5169187838096597e-07,5.095090185848364e-08
2026-01-01 03:45:00+00:00,-2.0,2.0,0.5714285714285714,0.6019088661194716,0.9999997973572184,1.5169187838096597e-07,5.095090185848364e-08
2026-01-01 04:00:00+00:00,3.0,0.0,0.44529914529914527,0.4272714064955724,0.999998574903713,3.880071804396131e-07,1.0370891050436258e-06
2026-01-01 04:15:00+00:00,-3.0,1.0,0.5535917901938426,0.5707145553308255,0.999998574903713,3.880071804396131e-07,1.0370891050436258e-06
2026-01-01 04:30:00+00:00,-3.0,0.0,0.5505163897620117,0.5572904520352103,0.999998574903713,3.880071804396131e-07,1.0370891050436258e-06
2026-01-01 04:45:00+00:00,-1.0,0.0,0.49305169538632576,0.4693233522866112,0.999998574903713,3.880071804396131e-07,1.0370891050436258e-06
2026-01-01 05:00:00+00:00,-2.0,0.0,0.5398809523809524,0.5453080589098405,0.999999255964958,3.1786495805203546e-07,4.261700832679984e-07
2026-01-01 05:15:00+00:00,-1.0,1.0,0.49562043795620436,0.47953788375237827,0.999999255964958,3.1786495805203546e-07,4.261700832679984e-07
2026-01-01 05:30:00+00:00,-2.0,0.0,0.5398809523809524,0.5453080589098405,0.999999255964958,3.1786495805203546e-07,4.261700832679984e-07
2026-01-01 05:45:00+00:00,2.0,-2.0,0.4119718309859155,0.3826322612655817,0.999999255964958,3.1786495805203546e-07,4.261700832679984e-07
2026-01-01 06:00:00+00:00,1.0,-1.0,0.4862047823421214,0.47345646849164236,0.9999984501393302,4.030507027429609e-07,1.1468099635661028e-06
2026-01-01 06:15:00+00:00,0.0,-1.0,0.5098658247829518,0.4792797956042447,0.9999984501393302,4.030507027429609e-07,1.1468099635661028e-06
2026-01-01 06:30:00+00:00,0.0,0.0,0.49698655540101994,0.4697185844723975,0.9999984501393302,4.030507027429609e-07,1.1468099635661028e-06
2026-01-01 06:45:00+00:00,0.0,0.0,0.49698655540101994,0.4697185844723975,0.9999984501393302,4.030507027429609e-07,1.1468099635661028e-06
2026-01-01 07:00:00+00:00,-1.0,0.0,0.49305169538632576,0.46932331481948214,0.999999546984188,2.3337184338580277e-07,2.1964396530585373e-07
2026-01-01 07:15:00+00:00,-2.0,1.0,0.5506030414263241,0.5716976038328748,0.999999546984188,2.3337184338580277e-07,2.1964396530585373e-07
2026-01-01 07:30:00+00:00,-2.0,1.0,0.5506030414263241,0.5716976038328748,0.999999546984188,2.3337184338580277e-07,2.1964396530585373e-07
2026-01-01 07:45:00+00:00,-3.0,1.0,0.5535917901938426,0.5707145760858647,0.999999546984188,2.3337184338580277e-07,2.1964396530585373e-07
2026-01-01 08:00:00+00:00,3.0,0.0,0.44529914529914527,0.4272713693019707,0.9999998606393302,1.2616542129404416e-07,1.3195248821839884e-08
2026-01-01 08:15:00+00:00,4.0,-2.0,0.44770642201834865,0.438257007295048,0.9999998606393302,1.2616542129404416e-07,1.3195248821839884e-08
2026-01-01 08:30:00+00:00,5.0,-2.0,0.4349775784753363,0.4343237879741721,0.9999998606393302,1.2616542129404416e-07,1.3195248821839884e-08
2026-01-01 08:45:00+00:00,3.0,-1.0,0.4350070389488503,0.4114561781495638,0.9999998606393302,1.2616542129404416e-07,1.3195248821839884e-08
